Legislation Number,URL,Congress,Amends Bill,Title,Sponsor,Date of Introduction,Date Offered,Date Submitted,Date Proposed,Number of Cosponsors,Committees,Latest Action Date,Latest Action
H.R. 6452,https://www.congress.gov/bill/114th-congress/house-bill/6452,114th Congress (2015-2016),,Ensuring Access to Pacific Fisheries Act,"Rep. Radewagen, Aumua Amata Coleman [R-AS-At Large]",12/7/16,,,,2,"House - Natural Resources, Science, Space, and Technology",12/16/16,Became Public Law No: 114-327.
H.R. 6451,https://www.congress.gov/bill/114th-congress/house-bill/6451,114th Congress (2015-2016),,Federal Property Management Reform Act of 2016,"Rep. Denham, Jeff [R-CA-10]",12/7/16,,,,1,"House - Oversight and Government Reform, Transportation and Infrastructure",12/16/16,Became Public Law No: 114-318.
H.R. 6450,https://www.congress.gov/bill/114th-congress/house-bill/6450,114th Congress (2015-2016),,Inspector General Empowerment Act of 2016,"Rep. Chaffetz, Jason [R-UT-3]",12/7/16,,,,2,House - Oversight and Government Reform,12/16/16,Became Public Law No: 114-317.
H.R. 6449,https://www.congress.gov/bill/114th-congress/house-bill/6449,114th Congress (2015-2016),,Clean Money Act of 2016,"Rep. Boyle, Brendan F. [D-PA-13]",12/7/16,,,,0,"House - House Administration, Energy and Commerce",12/7/16,"Referred to the Committee on House Administration, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6448,https://www.congress.gov/bill/114th-congress/house-bill/6448,114th Congress (2015-2016),,Wildlife Corridors Conservation Act of 2016,"Rep. Beyer, Donald S., Jr. [D-VA-8]",12/7/16,,,,0,"House - Natural Resources, Armed Services, Agriculture, Transportation and Infrastructure",12/16/16,Referred to the Subcommittee on Conservation and Forestry.
H.R. 6447,https://www.congress.gov/bill/114th-congress/house-bill/6447,114th Congress (2015-2016),,Protecting Our Democracy Act,"Rep. Swalwell, Eric [D-CA-15]",12/7/16,,,,1,House - Foreign Affairs,12/7/16,Referred to the House Committee on Foreign Affairs.
H.R. 6446,https://www.congress.gov/bill/114th-congress/house-bill/6446,114th Congress (2015-2016),,Student Borrower HELP Act of 2016,"Rep. Pallone, Frank, Jr. [D-NJ-6]",12/6/16,,,,5,"House - Financial Services, Ways and Means",12/6/16,"Referred to the Committee on Financial Services, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6445,https://www.congress.gov/bill/114th-congress/house-bill/6445,114th Congress (2015-2016),,Veterans Health Care Trust Fund Act,"Rep. O'Rourke, Beto [D-TX-16]",12/6/16,,,,3,"House - Ways and Means, Veterans' Affairs",12/8/16,Referred to the Subcommittee on Health.
H.R. 6444,https://www.congress.gov/bill/114th-congress/house-bill/6444,114th Congress (2015-2016),,Perkins Loan Program Inflation Adjustment Act of 2016,"Rep. Meng, Grace [D-NY-6]",12/6/16,,,,0,House - Education and the Workforce,12/6/16,Referred to the House Committee on Education and the Workforce.
H.R. 6443,https://www.congress.gov/bill/114th-congress/house-bill/6443,114th Congress (2015-2016),,Heroin and Opioid Abuse Prevention and Treatment Act of 2016,"Rep. Lujan Grisham, Michelle [D-NM-1]",12/6/16,,,,4,"House - Ways and Means, Energy and Commerce, Budget",12/6/16,"Referred to the Committee on Ways and Means, and in addition to the Committees on Energy and Commerce, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6442,https://www.congress.gov/bill/114th-congress/house-bill/6442,114th Congress (2015-2016),,"To amend the National Trails System Act to direct the Secretary of the Interior to conduct a study on the feasibility of designating the Chief Standing Bear National Historic Trail, and for other purposes.","Rep. Fortenberry, Jeff [R-NE-1]",12/6/16,,,,0,House - Natural Resources,12/8/16,Referred to the Subcommittee on Federal Lands.
H.R. 6441,https://www.congress.gov/bill/114th-congress/house-bill/6441,114th Congress (2015-2016),,Video Visitation in Prisons Act of 2016,"Rep. Duckworth, Tammy [D-IL-8]",12/6/16,,,,0,"House - Judiciary, Energy and Commerce",12/22/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6440,https://www.congress.gov/bill/114th-congress/house-bill/6440,114th Congress (2015-2016),,Justice for Child Victims Act of 2016,"Rep. Gowdy, Trey [R-SC-4]",12/6/16,,,,2,House - Judiciary,12/22/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6439,https://www.congress.gov/bill/114th-congress/house-bill/6439,114th Congress (2015-2016),,Tax Technical Corrections Act of 2016,"Rep. Brady, Kevin [R-TX-8]",12/6/16,,,,1,House - Ways and Means,12/6/16,Referred to the House Committee on Ways and Means.
H.R. 6438,https://www.congress.gov/bill/114th-congress/house-bill/6438,114th Congress (2015-2016),,To extend the waiver of limitations with respect to excluding from gross income amounts received by wrongfully incarcerated individuals.,"Rep. Johnson, Sam [R-TX-3]",12/5/16,,,,1,House - Ways and Means,12/7/16,Received in the Senate.
H.R. 6437,https://www.congress.gov/bill/114th-congress/house-bill/6437,114th Congress (2015-2016),,Reclamation of War Powers Act,"Rep. Himes, James A. [D-CT-4]",12/5/16,,,,0,"House - Foreign Affairs, Rules, Armed Services",12/5/16,"Referred to the Committee on Foreign Affairs, and in addition to the Committees on Rules, and Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6436,https://www.congress.gov/bill/114th-congress/house-bill/6436,114th Congress (2015-2016),,U.S. Insurance Regulation Works Act of 2016,"Rep. Heck, Denny [D-WA-10]",12/5/16,,,,7,House - Financial Services,12/5/16,Referred to the House Committee on Financial Services.
H.R. 6435,https://www.congress.gov/bill/114th-congress/house-bill/6435,114th Congress (2015-2016),,To authorize the Directors of Veterans Integrated Service Networks of the Department of Veterans Affairs to enter into contracts with appropriate civilian accreditation entities or appropriate health care evaluation entities to investigate medical centers of the Department of Veterans Affairs.,"Rep. Mullin, Markwayne [R-OK-2]",12/5/16,,,,0,House - Veterans' Affairs,12/8/16,Received in the Senate.
H.R. 6434,https://www.congress.gov/bill/114th-congress/house-bill/6434,114th Congress (2015-2016),,FIRST Cap Profits Act of 2016,"Rep. Pallone, Frank, Jr. [D-NJ-6]",12/5/16,,,,4,House - Financial Services,12/5/16,Referred to the House Committee on Financial Services.
H.R. 6433,https://www.congress.gov/bill/114th-congress/house-bill/6433,114th Congress (2015-2016),,Protect the Flag Act,"Rep. Turner, Michael R. [R-OH-10]",12/2/16,,,,56,House - Education and the Workforce,12/2/16,Referred to the House Committee on Education and the Workforce.
H.R. 6432,https://www.congress.gov/bill/114th-congress/house-bill/6432,114th Congress (2015-2016),,Trade Deficit Reduction Act,"Rep. Slaughter, Louise McIntosh [D-NY-25]",12/2/16,,,,0,House - Ways and Means,12/2/16,Referred to the House Committee on Ways and Means.
H.R. 6431,https://www.congress.gov/bill/114th-congress/house-bill/6431,114th Congress (2015-2016),,"Promoting Travel, Commerce, and National Security Act of 2016","Rep. Kuster, Ann M. [D-NH-2]",12/2/16,,,,23,House - Judiciary,12/16/16,Became Public Law No: 114-316.
H.R. 6430,https://www.congress.gov/bill/114th-congress/house-bill/6430,114th Congress (2015-2016),,Great Lakes Maritime Heritage Assessment Act,"Rep. Kaptur, Marcy [D-OH-9]",12/2/16,,,,2,House - Natural Resources,12/7/16,Referred to the Subcommittee on Federal Lands.
H.R. 6429,https://www.congress.gov/bill/114th-congress/house-bill/6429,114th Congress (2015-2016),,To amend the Intermodal Surface Transportation Efficiency Act of 1991 to include certain areas in the Central Texas Corridor.,"Rep. Babin, Brian [R-TX-36]",12/2/16,,,,3,House - Transportation and Infrastructure,12/2/16,Referred to the House Committee on Transportation and Infrastructure.
H.R. 6428,https://www.congress.gov/bill/114th-congress/house-bill/6428,114th Congress (2015-2016),,To amend title XVIII of the Social Security Act to limit Medicare part B premium increases for 2017.,"Rep. Titus, Dina [D-NV-1]",12/2/16,,,,43,"House - Energy and Commerce, Ways and Means",12/2/16,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6427,https://www.congress.gov/bill/114th-congress/house-bill/6427,114th Congress (2015-2016),,Creating Financial Prosperity for Businesses and Investors Act,"Rep. Garrett, Scott [R-NJ-5]",12/2/16,,,,10,House - Financial Services,12/6/16,Received in the Senate.
H.R. 6426,https://www.congress.gov/bill/114th-congress/house-bill/6426,114th Congress (2015-2016),,"To amend title 5, United States Code, to provide for a 2 year prohibition on employment in a career civil service position for any former political appointee, and for other purposes.","Rep. Buck, Ken [R-CO-4]",12/2/16,,,,3,House - Oversight and Government Reform,12/2/16,Referred to the House Committee on Oversight and Government Reform.
H.R. 6425,https://www.congress.gov/bill/114th-congress/house-bill/6425,114th Congress (2015-2016),,Safeguard Aquaculture Farmers Act,"Rep. Crawford, Eric A. ""Rick"" [R-AR-1]",12/2/16,,,,8,House - Natural Resources,12/7/16,Referred to the Subcommittee on Federal Lands.
H.R. 6424,https://www.congress.gov/bill/114th-congress/house-bill/6424,114th Congress (2015-2016),,NIST Plumbing Research Act of 2016,"Rep. Cartwright, Matt [D-PA-17]",12/2/16,,,,5,"House - Science, Space, and Technology",12/2/16,"Referred to the House Committee on Science, Space, and Technology."
H.R. 6423,https://www.congress.gov/bill/114th-congress/house-bill/6423,114th Congress (2015-2016),,Justice for Victims of Fraud Act of 2016,"Rep. Sherman, Brad [D-CA-30]",12/1/16,,,,14,House - Financial Services,12/1/16,Referred to the House Committee on Financial Services.
H.R. 6422,https://www.congress.gov/bill/114th-congress/house-bill/6422,114th Congress (2015-2016),,Commuter Access Reform Act,"Rep. Roskam, Peter J. [R-IL-6]",12/1/16,,,,1,House - Ways and Means,12/1/16,Referred to the House Committee on Ways and Means.
H.R. 6421,https://www.congress.gov/bill/114th-congress/house-bill/6421,114th Congress (2015-2016),,Anti-Semitism Awareness Act of 2016,"Rep. Roskam, Peter J. [R-IL-6]",12/1/16,,,,23,House - Judiciary,12/22/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 6420,https://www.congress.gov/bill/114th-congress/house-bill/6420,114th Congress (2015-2016),,Screening With Dignity Act of 2016,"Rep. Rice, Kathleen M. [D-NY-4]",12/1/16,,,,0,House - Homeland Security,12/1/16,Referred to the House Committee on Homeland Security.
H.R. 6419,https://www.congress.gov/bill/114th-congress/house-bill/6419,114th Congress (2015-2016),,Law Enforcement Inclusion Act of 2016,"Rep. Lewis, John [D-GA-5]",12/1/16,,,,0,House - Judiciary,12/22/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6418,https://www.congress.gov/bill/114th-congress/house-bill/6418,114th Congress (2015-2016),,Drinking Water Affordability Act of 2016,"Rep. Latta, Robert E. [R-OH-5]",12/1/16,,,,0,House - Energy and Commerce,12/1/16,Referred to the House Committee on Energy and Commerce.
H.R. 6417,https://www.congress.gov/bill/114th-congress/house-bill/6417,114th Congress (2015-2016),,Fair Calculations in Civil Damages Act of 2016,"Rep. Kennedy, Joseph P., III [D-MA-4]",12/1/16,,,,5,House - Judiciary,12/22/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 6416,https://www.congress.gov/bill/114th-congress/house-bill/6416,114th Congress (2015-2016),,Jeff Miller and Richard Blumenthal Veterans Health Care and Benefits Improvement Act of 2016,"Rep. Roe, David P. [R-TN-1]",12/1/16,,,,5,"House - Veterans' Affairs, Budget, Armed Services",12/16/16,Became Public Law No: 114-315.
H.R. 6415,https://www.congress.gov/bill/114th-congress/house-bill/6415,114th Congress (2015-2016),,"To provide for the appointment of members of the Board of Directors of the Office of Compliance to replace members whose terms expire during 2017, and for other purposes.","Rep. Miller, Candice S. [R-MI-10]",12/1/16,,,,1,House - House Administration,12/6/16,Received in the Senate.
H.R. 6414,https://www.congress.gov/bill/114th-congress/house-bill/6414,114th Congress (2015-2016),,Crowdsourcing and Citizen Science Act of 2016,"Rep. Tonko, Paul [D-NY-20]",11/30/16,,,,2,House - Oversight and Government Reform,11/30/16,Referred to the House Committee on Oversight and Government Reform.
H.R. 6413,https://www.congress.gov/bill/114th-congress/house-bill/6413,114th Congress (2015-2016),,Big Oil Bailout Prevention Trust Fund Act of 2016,"Rep. Pallone, Frank, Jr. [D-NJ-6]",11/30/16,,,,0,"House - Transportation and Infrastructure, Budget, Ways and Means",11/30/16,"Referred to the Committee on Transportation and Infrastructure, and in addition to the Committees on the Budget, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6412,https://www.congress.gov/bill/114th-congress/house-bill/6412,114th Congress (2015-2016),,Big Oil Bailout Prevention Unlimited Liability Act of 2016,"Rep. Pallone, Frank, Jr. [D-NJ-6]",11/30/16,,,,0,House - Transportation and Infrastructure,11/30/16,Referred to the House Committee on Transportation and Infrastructure.
H.R. 6411,https://www.congress.gov/bill/114th-congress/house-bill/6411,114th Congress (2015-2016),,Clean Water Protection Act,"Rep. Pallone, Frank, Jr. [D-NJ-6]",11/30/16,,,,0,House - Transportation and Infrastructure,11/30/16,Referred to the House Committee on Transportation and Infrastructure.
