Legislation Number,URL,Congress,Amends Bill,Title,Sponsor,Date of Introduction,Date Offered,Date Submitted,Date Proposed,Number of Cosponsors,Committees,Latest Action Date,Latest Action
H.R. 6772,https://www.congress.gov/bill/115th-congress/house-bill/6772,115th Congress (2017-2018),,Historically Black Colleges and Universities (HBCUs) Homeland Security Partnerships Act,"Rep. Thompson, Bennie G. [D-MS-2]",9/12/18,,,,32,"House - Homeland Security, Small Business",9/21/18,Referred to the Subcommittee on Oversight and Management Efficiency.
H.R. 6771,https://www.congress.gov/bill/115th-congress/house-bill/6771,115th Congress (2017-2018),,Domestic Offshore Energy Reinvestment Act of 2018,"Rep. Graves, Garret [R-LA-6]",9/12/18,,,,12,House - Natural Resources,12/19/18,"Placed on the Union Calendar, Calendar No. 842."
H.R. 6770,https://www.congress.gov/bill/115th-congress/house-bill/6770,115th Congress (2017-2018),,IDEA Parity for Outlying Areas Act,"Rep. Bordallo, Madeleine Z. [D-GU-At Large]",9/12/18,,,,0,House - Education and the Workforce,9/12/18,Referred to the House Committee on Education and the Workforce.
H.R. 6769,https://www.congress.gov/bill/115th-congress/house-bill/6769,115th Congress (2017-2018),,GI Bill Transfer Extension Act,"Rep. Taylor, Scott [R-VA-2]",9/10/18,,,,1,House - Veterans' Affairs,9/10/18,Referred to the House Committee on Veterans' Affairs.
H.R. 6768,https://www.congress.gov/bill/115th-congress/house-bill/6768,115th Congress (2017-2018),,Fracking Disclosure and Safety Act,"Rep. Soto, Darren [D-FL-9]",9/10/18,,,,9,"House - Energy and Commerce, Transportation and Infrastructure, Natural Resources",9/19/18,Referred to the Subcommittee on Energy and Mineral Resources.
H.R. 6767,https://www.congress.gov/bill/115th-congress/house-bill/6767,115th Congress (2017-2018),,To amend the Internal Revenue Code of 1986 to allow qualified education loan repayments from section 529 plans.,"Rep. Paulsen, Erik [R-MN-3]",9/10/18,,,,0,House - Ways and Means,9/10/18,Referred to the House Committee on Ways and Means.
H.R. 6766,https://www.congress.gov/bill/115th-congress/house-bill/6766,115th Congress (2017-2018),,Veterans Resource Center Act of 2018,"Rep. Panetta, Jimmy [D-CA-20]",9/10/18,,,,2,"House - Veterans' Affairs, Armed Services",9/11/18,Referred to the Subcommittee on Military Personnel.
H.R. 6765,https://www.congress.gov/bill/115th-congress/house-bill/6765,115th Congress (2017-2018),,Combating Implicit Bias in Education Act,"Rep. Norton, Eleanor Holmes [D-DC-At Large]",9/10/18,,,,1,House - Education and the Workforce,9/10/18,Referred to the House Committee on Education and the Workforce.
H.R. 6764,https://www.congress.gov/bill/115th-congress/house-bill/6764,115th Congress (2017-2018),,Humane Correctional Health Care Act,"Rep. Kuster, Ann M. [D-NH-2]",9/10/18,,,,6,House - Energy and Commerce,9/10/18,Referred to the House Committee on Energy and Commerce.
H.R. 6763,https://www.congress.gov/bill/115th-congress/house-bill/6763,115th Congress (2017-2018),,Domestic Offshore Energy Reinvestment Act of 2018,"Rep. Graves, Garret [R-LA-6]",9/10/18,,,,0,House - Natural Resources,9/17/18,Referred to the Subcommittee on Energy and Mineral Resources.
H.R. 6762,https://www.congress.gov/bill/115th-congress/house-bill/6762,115th Congress (2017-2018),,"To make improvements in the enactment of title 41, United States Code, into a positive law title and to improve the Code.","Rep. Cicilline, David N. [D-RI-1]",9/10/18,,,,2,House - Judiciary,9/13/18,Committee Consideration and Mark-up Session Held.
H.R. 6761,https://www.congress.gov/bill/115th-congress/house-bill/6761,115th Congress (2017-2018),,Open Access to Courts Act of 2018,"Rep. Cicilline, David N. [D-RI-1]",9/10/18,,,,0,House - Judiciary,9/10/18,Referred to the House Committee on the Judiciary.
H.R. 6760,https://www.congress.gov/bill/115th-congress/house-bill/6760,115th Congress (2017-2018),,Protecting Family and Small Business Tax Cuts Act of 2018,"Rep. Davis, Rodney [R-IL-13]",9/10/18,,,,40,House - Ways and Means | Senate - Finance,10/1/18,Received in the Senate and Read twice and referred to the Committee on Finance.
H.R. 6759,https://www.congress.gov/bill/115th-congress/house-bill/6759,115th Congress (2017-2018),,Land and Water Conservation Authorization and Funding Act,"Rep. Grijalva, Raul M. [D-AZ-3]",9/10/18,,,,43,"House - Natural Resources, Budget",9/19/18,"Referred to the Subcommittee on Water, Power and Oceans."
H.R. 6758,https://www.congress.gov/bill/115th-congress/house-bill/6758,115th Congress (2017-2018),,SUCCESS Act,"Rep. Chabot, Steve [R-OH-1]",9/10/18,,,,10,House - Judiciary,10/31/18,Became Public Law No: 115-273.
H.R. 6757,https://www.congress.gov/bill/115th-congress/house-bill/6757,115th Congress (2017-2018),,Family Savings Act of 2018,"Rep. Kelly, Mike [R-PA-3]",9/10/18,,,,29,"House - Ways and Means, Education and the Workforce | Senate - Finance",9/28/18,Received in the Senate and Read twice and referred to the Committee on Finance.
H.R. 6756,https://www.congress.gov/bill/115th-congress/house-bill/6756,115th Congress (2017-2018),,American Innovation Act of 2018,"Rep. Buchanan, Vern [R-FL-16]",9/10/18,,,,26,House - Ways and Means | Senate - Finance,9/28/18,Received in the Senate and Read twice and referred to the Committee on Finance.
H.R. 6755,https://www.congress.gov/bill/115th-congress/house-bill/6755,115th Congress (2017-2018),,Judiciary ROOM Act of 2018,"Rep. Issa, Darrell E. [R-CA-49]",9/10/18,,,,3,"House - Judiciary, Transportation and Infrastructure",9/13/18,Ordered to be Reported (Amended) by Voice Vote.
H.R. 6754,https://www.congress.gov/bill/115th-congress/house-bill/6754,115th Congress (2017-2018),,CIRCUIT Act of 2018,"Rep. Issa, Darrell E. [R-CA-49]",9/10/18,,,,1,House - Judiciary,9/13/18,Ordered to be Reported (Amended) by the Yeas and Nays: 16 - 5.
H.R. 6753,https://www.congress.gov/bill/115th-congress/house-bill/6753,115th Congress (2017-2018),,Strengthening the Health Care Fraud Prevention Task Force Act of 2018,"Rep. Walden, Greg [R-OR-2]",9/7/18,,,,3,"House - Energy and Commerce, Ways and Means | Senate - Finance",11/29/18,Received in the Senate and Read twice and referred to the Committee on Finance.
H.R. 6752,https://www.congress.gov/bill/115th-congress/house-bill/6752,115th Congress (2017-2018),,San Francisco Bay Restoration Act,"Rep. Speier, Jackie [D-CA-14]",9/7/18,,,,11,"House - Transportation and Infrastructure, Budget",9/7/18,Referred to the Subcommittee on Water Resources and Environment.
H.R. 6751,https://www.congress.gov/bill/115th-congress/house-bill/6751,115th Congress (2017-2018),,Banking Transparency for Sanctioned Persons Act of 2018,"Rep. Love, Mia B. [R-UT-4]",9/7/18,,,,0,"House - Financial Services | Senate - Banking, Housing, and Urban Affairs",9/27/18,"Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
H.R. 6750,https://www.congress.gov/bill/115th-congress/house-bill/6750,115th Congress (2017-2018),,Santa Monica Mountains National Recreation Area Boundary Adjustment Study Act,"Rep. Lieu, Ted [D-CA-33]",9/7/18,,,,6,House - Natural Resources,9/17/18,Referred to the Subcommittee on Federal Lands.
H.R. 6749,https://www.congress.gov/bill/115th-congress/house-bill/6749,115th Congress (2017-2018),,NCAA Act of 2018,"Rep. Lawson, Al, Jr. [D-FL-5]",9/7/18,,,,1,House - Education and the Workforce,9/7/18,Referred to the House Committee on Education and the Workforce.
H.R. 6748,https://www.congress.gov/bill/115th-congress/house-bill/6748,115th Congress (2017-2018),,Emergency Medical Services for Children Program Reauthorization Act of 2018,"Rep. King, Peter T. [R-NY-2]",9/7/18,,,,4,House - Energy and Commerce,9/7/18,Referred to the House Committee on Energy and Commerce.
H.R. 6747,https://www.congress.gov/bill/115th-congress/house-bill/6747,115th Congress (2017-2018),,Protecting Our Communities and Rights Act of 2018,"Rep. Katko, John [R-NY-24]",9/7/18,,,,11,House - Judiciary,9/7/18,Referred to the House Committee on the Judiciary.
H.R. 6746,https://www.congress.gov/bill/115th-congress/house-bill/6746,115th Congress (2017-2018),,Protecting American Taxpayers and Homeowners Act of 2018,"Rep. Hensarling, Jeb [R-TX-5]",9/7/18,,,,0,"House - Financial Services, Ways and Means",9/7/18,"Referred to the Committee on Financial Services, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6745,https://www.congress.gov/bill/115th-congress/house-bill/6745,115th Congress (2017-2018),,ACCESS Rural America Act,"Rep. Duffy, Sean P. [R-WI-7]",9/7/18,,,,2,House - Financial Services,12/12/18,"Placed on the Union Calendar, Calendar No. 836."
H.R. 6744,https://www.congress.gov/bill/115th-congress/house-bill/6744,115th Congress (2017-2018),,Elder Protection and Abuse Prevention Act,"Rep. Cartwright, Matt [D-PA-17]",9/7/18,,,,7,House - Education and the Workforce,9/7/18,Referred to the House Committee on Education and the Workforce.
H.R. 6743,https://www.congress.gov/bill/115th-congress/house-bill/6743,115th Congress (2017-2018),,Consumer Information Notification Requirement Act,"Rep. Luetkemeyer, Blaine [R-MO-3]",9/7/18,,,,0,House - Financial Services,12/21/18,"Placed on the Union Calendar, Calendar No. 849."
H.R. 6742,https://www.congress.gov/bill/115th-congress/house-bill/6742,115th Congress (2017-2018),,Secure Border Communications Act,"Rep. Mast, Brian J. [R-FL-18]",9/7/18,,,,1,"House - Homeland Security, Ways and Means | Senate - Homeland Security and Governmental Affairs",9/26/18,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
H.R. 6741,https://www.congress.gov/bill/115th-congress/house-bill/6741,115th Congress (2017-2018),,Federal Reserve Reform Act of 2018,"Rep. Barr, Andy [R-KY-6]",9/7/18,,,,4,"House - Financial Services, Rules",1/2/19,"Placed on the Union Calendar, Calendar No. 883."
H.R. 6740,https://www.congress.gov/bill/115th-congress/house-bill/6740,115th Congress (2017-2018),,Border Tunnel Task Force Act,"Rep. Sessions, Pete [R-TX-32]",9/7/18,,,,2,House - Homeland Security | Senate - Homeland Security and Governmental Affairs,9/26/18,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
H.R. 6739,https://www.congress.gov/bill/115th-congress/house-bill/6739,115th Congress (2017-2018),,Embry-Riddle Tri-City Land Exchange Completion Act,"Rep. Gosar, Paul A. [R-AZ-4]",9/7/18,,,,6,House - Natural Resources,9/14/18,Referred to the Subcommittee on Federal Lands.
H.R. 6738,https://www.congress.gov/bill/115th-congress/house-bill/6738,115th Congress (2017-2018),,Black Mountain Range and Bullhead City Land Exchange Act of 2018,"Rep. Gosar, Paul A. [R-AZ-4]",9/7/18,,,,5,House - Natural Resources,9/14/18,Referred to the Subcommittee on Federal Lands.
H.R. 6737,https://www.congress.gov/bill/115th-congress/house-bill/6737,115th Congress (2017-2018),,Protect Affordable Mortgages for Veterans Act of 2018,"Rep. Zeldin, Lee M. [R-NY-1]",9/7/18,,,,3,"House - Financial Services | Senate - Banking, Housing, and Urban Affairs",10/2/18,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
H.R. 6736,https://www.congress.gov/bill/115th-congress/house-bill/6736,115th Congress (2017-2018),,Small Business Tax Fairness and Compliance Simplification Act,"Rep. LaHood, Darin [R-IL-18]",9/7/18,,,,1,House - Ways and Means,9/7/18,Referred to the House Committee on Ways and Means.
H.R. 6735,https://www.congress.gov/bill/115th-congress/house-bill/6735,115th Congress (2017-2018),,Public-Private Cybersecurity Cooperation Act,"Rep. McCarthy, Kevin [R-CA-23]",9/7/18,,,,4,House - Homeland Security | Senate - Homeland Security and Governmental Affairs,9/26/18,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
H.R. 6734,https://www.congress.gov/bill/115th-congress/house-bill/6734,115th Congress (2017-2018),,Full Military Honors Act of 2018,"Rep. Bishop, Mike [R-MI-8]",9/7/18,,,,77,House - Armed Services,9/10/18,Referred to the Subcommittee on Military Personnel.
H.R. 6733,https://www.congress.gov/bill/115th-congress/house-bill/6733,115th Congress (2017-2018),,Know the Cost Act of 2018,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]",9/7/18,,,,21,"House - Energy and Commerce, Ways and Means",9/13/18,Referred to the Subcommittee on Health.
H.R. 6732,https://www.congress.gov/bill/115th-congress/house-bill/6732,115th Congress (2017-2018),,Ethics in Public Service Act,"Rep. Schneider, Bradley Scott [D-IL-10]",9/7/18,,,,0,House - Oversight and Government Reform,9/12/18,Sponsor introductory remarks on measure. (CR H8113)
H.R. 6731,https://www.congress.gov/bill/115th-congress/house-bill/6731,115th Congress (2017-2018),,Restoring Our Commitment to Renewable Fuels Act of 2018,"Rep. Young, David [R-IA-3]",9/7/18,,,,4,House - Energy and Commerce,9/7/18,Referred to the House Committee on Energy and Commerce.
H.R. 6730,https://www.congress.gov/bill/115th-congress/house-bill/6730,115th Congress (2017-2018),,Injunctive Authority Clarification Act of 2018,"Rep. Goodlatte, Bob [R-VA-6]",9/7/18,,,,3,House - Judiciary,9/13/18,Ordered to be Reported (Amended) by the Yeas and Nays: 14 - 6.
H.R. 6729,https://www.congress.gov/bill/115th-congress/house-bill/6729,115th Congress (2017-2018),,Empowering Financial Institutions to Fight Human Trafficking Act of 2018,"Rep. Wagner, Ann [R-MO-2]",9/6/18,,,,7,"House - Financial Services | Senate - Banking, Housing, and Urban Affairs",9/27/18,"Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
